name_x,nombre_estado,city,name_y,rating,text
King Chef,North Carolina,Raleigh,Charles Thompson,3,Serviceable. I wouldn't skip it if I wanted Chinese food but I wouldn't go out of my way.
Kim Ess Doo,New York,Brooklyn,yosef green,5,Great food
Golden Dragon Restaurant,Georgia,Athens,Arielle C,5,This is the best Chinese restaurant in Athens that delivers!!! Their lo mein is amazing and so are their fried donuts!
China Legend,Florida,Tampa,Matthew Dickson,5,I work right down the street. Great food and service and they never disappoint!
China Max,Virginia,Newport News,OG Bl4z1n,3,I only go here for one reason only. And that's the Bourbon Chicken! Good serving sizes for a fair price. They even have extra bourbon glaze sauce if you want. Only order what u see. Menu items can come out a bit weird in assuming because they don't make them as much as the items on the hot table
Chen's Wok,Virginia,Virginia Beach,phillip palanzo,5,ALWAYS GREAT
King's Chef,New York,Queens,Irish Man,1,"Simple item, pork fried rice. No flavor, missing ingredients and over priced.
My advice, try the place a block away."
South China,Connecticut,Norwalk,Tiffany Wilson,3,"South China used to be one of the better Chinese places, but they've fallen off. Some times the food is great and sometimes it smells and tastes a bit weird. At this point, I only eat a few things from here. I love their vegetable soup, plantains, shrimp fried rice (with egg) and shrimp egg rolls."
Hong Kong,New Jersey,North Bergen,E M,5,"(Translated by Google) Excellent food 2👍

(Original)
Excelente comida 2👍"
Four Four South Village,New York,Queens,YNWA AIY,1,"Overrated
Overpriced
Only store presentation looks ok
Disappointed"
Mr Bing,New York,New York,Ken Gannon,5,First time having a Bing and I'm loving it. This place makes the Bing on site.
Golden Star,New Jersey,Freehold Township,Nikita Miller,4,"Sadly, I am only giving 4 stars because recently the food has been different.. Not sure if maybe they switched cooks or something but it's different. The food is still good, it's just when my family and I started going here it was great until recently.. Still, worth a try.."
Jade Garden,South Carolina,Graniteville,Sandra Legrand,5,Great
Chen Yang Li,New Hampshire,Bow,s Willis,5,Always well run excellent food and prompt service!  My favorite is the snow peas and chicken!
Super Buffet,New York,White Plains,BigLigStyle,4,Get there when they open up.
New Fortune Restaurant,New Jersey,Manville,Sydney Carvin,4,The food is absolutely delicious....
New Yummy China Wok,New York,Ossining,Willie Rosario,3,OK food at a good price
Ming Hing 1,New Jersey,Sicklerville,Brenda Gale Reaves McFadden,5,Great food to your order.
El Palacio Buffet,Florida,Orlando,Victor M Ramirez Monge,5,"(Translated by Google) Everything like Botica and delicious

(Original)
De todo como en Botica y delicious"
Jay Bo Cafe,Massachusetts,Taunton,Brandon Shufelt,1,"Was my first, and last, time eating from here. Ordered the General Tso chicken combo dinner. Came with pork fried rice and a spring roll or egg roll (I don't know since it was soggy and not consumed). The ""chicken"" was of low quality and tasted like turkey or something other than chicken. The breading reminded me of frozen chicken pieces. The sauce was bland and the rice was garbage."
Hibachi Buffet,North Carolina,Ahoskie,Emily Saul,1,If I could give zero starts I would! The staff was friendly and kind but the buffet SUCKED! They had NO white rice most of the stuff was undercooked and had zero flavor! Definitely not going back.
Peking Restaurant,New Jersey,Gibbsboro,David King,3,Ehh... typical fast food Chinese food. Nothing to brag about. Not ment for dining in. The food was fine but it's mainly a take out fast food place.
A Hibachi,Virginia,Petersburg,T BONE,1,"🗣️THE MANAGERS THERE ARE RUDE AS HELL! IF THEY MESS UP ON YOUR ORDER AND YOU TELL THEM YOU DON'T WANT IT, THEY WON'T HESITATE TO TELL YOU DON'T CALL THE STORE NO MORE! AND I USED TO WORK THERE AS A DELIVERY DRIVER SO I KNOW WHAT GOES ON INSIDE THE KITCHEN, I'LL LEAVE IT AT THAT 😎👌🏾"
Genghis Grill,Georgia,Macon,Mario Bryant,5,The food was excellent and the service was very awesome!!!
Taste of Asia,Virginia,Roanoke,Shari Apel,3,It was ok.
Hunan Royal,New Jersey,Norwood,Iuri Ghz,5,Nice foods. Friendly service
Four seasons asian cuisine,Georgia,Norcross,Emmetta Abernathy,5,Very pleasant!  They have shrimp toast that is very good.   Salt and pepper wings are awesome. They are always hot and fresh
China Spice,New Jersey,Jersey City,Nicholas Ma,5,"(Translated by Google) Amazing place! The food there is very good, the people there are also very good!

(Original)
令人惊叹的地方！那里的食物很好，那里的人也很好！"
Beijing Wok,Maryland,Randallstown,Ademola Adesina,5,Nice place
New China House,Georgia,Marietta,SkiP Daniel,5,"The food was very, very good. I got so much I had enough for 2 meals. Would definitely recommend."
Da Pai Don,New York,Queens,Albert Stashin,5,"Fast service, good food, large portions and great prices. Always a good experience eating here."
China City,Connecticut,Middletown,mfuller,4,Ordered the sesame chicken with pork fried rice. Food was good! Better than other Chinese restaurants that I've tryed in the Middletown area. Good prices. My order was ready quickly. And the staff was friendly.
Chinatown Kitchen,New Jersey,Bradley Beach,Dr. Roselle White,5,No place in town I would risk eating at but here for Chinese food. The food was fresh and satisfying.
New China,New York,Loch Sheldrake,woody basden,4,Best Chinese food in fallsburgh
Blessing Chinese Restaurant,New Jersey,Belleville,DARKDRAGON16,5,This is absolutely the BEST chinese food in town!!!  The owners always put the customer 1st!
Yummy Chinese Food,New York,East Northport,Lou M,5,Awesome as always and i love the no contact wall they made
Golden Garden Restaurant,New Jersey,East Orange,Gabrielle Melvin,5,Great food delivery guy is always the same and the food is fresh n hot dont mess n uo on your food they will fight u tooth to nail like you gave yourself the wrong order!!!
Great Wall Kitchen,New Jersey,Newark,Adriana Hernandez,5,good food and very friendly people
Pacific Asian Bistro,Florida,Ormond Beach,Andy H,5,"So glad I found this place...quality food, reasonable prices, quick delivery...can't ask for much more than that!"
New China,North Carolina,Durham,Alan Hendricker,3,"New owners/cooks as of approximately April 2018. Will re-review. Still the same standard cheap Chinese menu but also they have Thai food now!  Updated to 3 stars until I try a few things but it can't be worse than before.

Updated in October 2018. I was really hopeful. Gave this place about six separate spaced out chances but the food is just ok. And at not quite fast food quality and prices you can’t be slow. You have to do one thing well. I really believe they are trying here but you just can’t take 40 minutes to make fried rice.

Maybe some of the basil fried rice is worth your time. The curry is not great. A few of the chicken dishes (honey chicken) are ok. But east Durham still suffers for a good Chinese place it seems."
Ho Yip,New York,New York,Quan Kamal,3,Decent shrimp and broccoli with with rice from the lunch special for a good price in that part of Manhattan
Golden City II,Virginia,Norfolk,Smart Lady,5,Clean and good food!
New China House,North Carolina,Ramseur,Debra Walker,3,Quick service but their sauces are a little too thick and too much for me. Great wings
China Kitchen,New York,Buffalo,Brigitte Almonor,1,"The same day that I gave them a raving, good review, I called ahead to order & pick up. They have a very mean-spirited manager who told me I took too long to pick up my order & he had sold my food to someone else. Mind you, he doesn't speak English so well, so he kept screaming: ""I said '10 min'!"" to me & slamming the window in my face. (Their website says that they close at 11:30pm on Sat. night BUT IT'S 11pm. Woww​!!!) The 1 star 🌟 is because their food is good."
El Palacio Buffet,Florida,Orlando,Walid Naser,5,"(Translated by Google) For $ 10 with drinks included you can eat until you can't take it anymore, then ... Let your digestive system deal with that outrage.

(Original)
Por 10$ con bebidas incluidas puedes comer hasta que no puedas más, después.. Deja que tu sistema digestivo enfrente esa barbaridad."
Tung Ying,New York,Wappingers Falls,Erika D,5,They have really good food.  I think the best in wappingers
Zhongzhong Noodles - Roosevelt Island,New York,New York City,James Stahl,5,I'm always pleasantly surprised by just how good the food is here
New Victory,New York,Brooklyn,Una familia de 5,5,Love the Pechuga Asada I think its the best dish they have on the menu😋 Food is delisious!!
Eastern,New York,Queens,jj ross,1,Cockroaches and water bugs and cooking area
New First Dragon,New York,Waterloo,Mark Allen,3,Average
Ginza Asian Fusion,Virginia,Pulaski,James Mooney,5,Not your regular Asian fare. Large portions prepared with fresh ingredients.
China Garden,Connecticut,Dayville,The Chop Shop Danielson ct,4,love the dumplings!
China Moon Chinese Restaurant,Maryland,Belcamp,John Kozak,5,Food was great
Lil Wok,Florida,Ponte Vedra Beach,Kim Keiko,5,So yummy! Definitely doesn’t skimp on portions. Excuse my food being already dented into but we were hungry. Got the beef chow mein and general tso’s tofu with rice.
San Jiang,Connecticut,Bridgeport,Kendall R,5,Great food
Choi's Restaurant Chinese Cuisine,Rhode Island,Providence,Fausto Nunez,3,It's okay food
China Gourmet,North Carolina,Oak Ridge,Michelle Vernon,3,Use to like this place but now it's awful food is better but some staff is very rude
Li's Brothers,Connecticut,Norwalk,Neil Camhi,5,Exvellent chinese food
China Star,Georgia,Roswell,Erik Ward,5,The food is absolutely amazing! The presentation of the food is even better. I have not seen plates look this good at any other Chinese restaurants. You get all this at a perfectly fair price! I would recommend China Star to anyone!
China's Best,North Carolina,Lewisville,Tonya Boggs,5,Always great food!!!!
New Moon,New York,New York,raphael menjivar,4,Enjoyed the general tso chicken
Old Peking,New Jersey,Jersey City,De'Mario's Reef aquarium,5,Their food Is the best far as I am concerned..Been going there for years. Great service and excellent eat in atmosphere.
Capital Buffet,New York,Albany,Kim Goulette,4,So happy they are open..I was told they would have gloves they ran out and had sanitizer all over.  Food was still good there wasn't alot of people and everyone was abiding by covid rules..
